rank,gid,role,priority_score,why
1,100000003684369100,coordinator,1.0,"betweenness=0.0023(топ~2%), pagerank=0.0020, мост: получает от 24, шлёт 62; seed-плательщиков 1"
2,100000004403675100,coordinator,0.9873,"betweenness=0.0026(топ~2%), pagerank=0.0007, мост: получает от 4, шлёт 5; seed-плательщиков 2"
3,100000004015047100,consolidator,0.9864,"получил от 9 плательщиков, 919,104₸; authority=0.0000; seed-плательщиков 3, циклы=True"
4,100000004156082100,coordinator,0.9854,"betweenness=0.0027(топ~2%), pagerank=0.0009, мост: получает от 5, шлёт 26; seed-плательщиков 1"
5,100000003016635100,coordinator,0.9641,"betweenness=0.0094(топ~2%), pagerank=0.0012, мост: получает от 8, шлёт 73; seed-плательщиков 0"
6,100000008603629100,coordinator,0.9641,"betweenness=0.0094(топ~2%), pagerank=0.0012, мост: получает от 19, шлёт 61; seed-плательщиков 0"
7,100000003115284100,consolidator,0.9615,"получил от 8 плательщиков, 2,160,500₸; authority=0.0000; seed-плательщиков 2, циклы=True"
8,100000005382566100,consolidator,0.9614,"получил от 7 плательщиков; authority=0.0000; seed-плательщиков 6, циклы=True"
9,100000008477350100,coordinator,0.9591,"betweenness=0.0046(топ~2%), pagerank=0.0010, мост: получает от 11, шлёт 39; seed-плательщиков 0"
10,100000005933757100,coordinator,0.959,"betweenness=0.0037(топ~2%), pagerank=0.0010, мост: получает от 4, шлёт 34; seed-плательщиков 0"
11,100000000331309100,coordinator,0.9584,"betweenness=0.0062(топ~2%), pagerank=0.0009, мост: получает от 5, шлёт 99; seed-плательщиков 0"
12,100000006866783100,coordinator,0.9572,"betweenness=0.0084(топ~2%), pagerank=0.0009, мост: получает от 13, шлёт 67; seed-плательщиков 0"
13,100000000437046100,coordinator,0.9532,"betweenness=0.0021(топ~2%), pagerank=0.0008, мост: получает от 9, шлёт 42; seed-плательщиков 0"
14,100000008637537100,consolidator,0.9475,"получил от 3 плательщиков; authority=0.0000; seed-плательщиков 2, циклы=True"
15,100000003796063100,coordinator,0.9349,"betweenness=0.0013(топ~2%), pagerank=0.0007, мост: получает от 1, шлёт 15; seed-плательщиков 0"
16,100000003701161100,consolidator,0.9312,"получил от 4 плательщиков, 1,527,103₸; authority=0.0000; seed-плательщиков 1, циклы=True"
17,100000000661912100,consolidator,0.9246,"получил от 5 плательщиков, 393,036₸; authority=0.0000; seed-плательщиков 1, циклы=True"
18,100000002838861100,consolidator,0.9197,"получил от 5 плательщиков, 554,524₸; authority=0.0000; seed-плательщиков 2, циклы=True"
19,100000004759121100,consolidator,0.9151,"получил от 6 плательщиков, 710,000₸; authority=0.0000; seed-плательщиков 1, циклы=True"
20,100000005339662100,consolidator,0.9112,"получил от 4 плательщиков, 202,939₸; authority=0.0000; seed-плательщиков 1, циклы=True"
21,100000004299488100,consolidator,0.9061,"получил от 6 плательщиков, 1,749,000₸; authority=0.0000; seed-плательщиков 1, циклы=True"
22,100000006518161100,consolidator,0.9035,"получил от 3 плательщиков, 594,200₸; authority=0.0000; seed-плательщиков 1, циклы=True"
23,100000000706545100,consolidator,0.9018,"получил от 3 плательщиков, 1,070,300₸; authority=0.0000; seed-плательщиков 1, циклы=True"
24,100000007629096100,consolidator,0.8999,"получил от 4 плательщиков, 1,075,170₸; authority=0.0000; seed-плательщиков 0, циклы=True"
25,100000006069103100,consolidator,0.8968,"получил от 3 плательщиков, 228,818₸; authority=0.0000; seed-плательщиков 1, циклы=True"
26,100000001899164100,consolidator,0.8956,"получил от 4 плательщиков, 291,675₸; authority=0.0000; seed-плательщиков 1, циклы=True"
27,100000000343175100,coordinator,0.8951,"betweenness=0.0009(топ~2%), pagerank=0.0007, мост: получает от 8, шлёт 31; seed-плательщиков 1"
28,100000008748914100,distributor,0.8918,"разослал на 13 получателей, 4,471,847₸ за 21 перев. (≈212,945₸/перевод); out/in по узлам 13/2"
29,100000007055802100,consolidator,0.8879,"получил от 6 плательщиков, 2,024,999₸; authority=0.0000; seed-плательщиков 1, циклы=True"
30,100000005074393100,distributor,0.8858,"разослал на 6 получателей, 685,500₸ за 10 перев. (≈68,550₸/перевод); out/in по узлам 6/4"
