cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,277,1,31856346.0,100000008477350100|100000006866783100|100000000437046100|100000000661912100|100000004759121100,"Пирамида сбора: 3 координатор(ов) над 17 сборщик./44 транзит.; вершина gid 100000008477350100; внутр. оборот 31,856,346₸"
4,126,0,24907250.0,100000000331309100|100000003796063100|100000003741418100|100000006889963100|100000006734214100,"Пирамида сбора: 2 координатор(ов) над 6 сборщик./15 транзит.; вершина gid 100000000331309100; внутр. оборот 24,907,250₸"
7,104,1,21747440.0,100000002838861100|100000008489922100|100000006443391100|100000008547948100|100000003071930100,"Веерная рассылка: 8 распределит. -> 83 терминалов; вывод/дробление, оборот 21,747,440₸"
24,17,1,21586840.0,100000002224132100|100000004603109100|100000001965374100|100000005664922100|100000003835149100,"Транзитная цепочка (layering): 4 транзит.-узлов, 5 терминалов; оборот 21,586,840₸"
2,148,5,19555090.0,100000003684369100|100000008748914100|100000008165763100|100000008304139100|100000007908818100,"Пирамида сбора: 1 координатор(ов) над 3 сборщик./21 транзит.; вершина gid 100000003684369100; внутр. оборот 19,555,090₸"
5,125,7,18300397.0,100000003016635100|100000006518161100|100000000706545100|100000006579678100|100000008389800100,"Пирамида сбора: 1 координатор(ов) над 3 сборщик./19 транзит.; вершина gid 100000003016635100; внутр. оборот 18,300,397₸"
3,126,0,16339904.0,100000008603629100|100000001857829100|100000005140601100|100000004679953100|100000003880331100,"Пирамида сбора: 1 координатор(ов) над 2 сборщик./20 транзит.; вершина gid 100000008603629100; внутр. оборот 16,339,904₸"
6,106,4,16242879.0,100000004015047100|100000001616816100|100000001677929100|100000002870463100|100000002692750100,"Веерная рассылка: 5 распределит. -> 65 терминалов; вывод/дробление, оборот 16,242,879₸"
12,51,0,13990812.0,100000005242320100|100000008512827100|100000008742053100|100000002748180100|100000003054328100,"Веерная рассылка: 4 распределит. -> 42 терминалов; вывод/дробление, оборот 13,990,812₸"
10,56,3,13397542.0,100000008637537100|100000008466579100|100000008547844100|100000008603331100|100000002343825100,"Веерная рассылка: 5 распределит. -> 36 терминалов; вывод/дробление, оборот 13,397,542₸"
14,44,0,10215969.0,100000005933757100|100000004159526100|100000001937767100|100000002963189100|100000005222360100,"Пирамида сбора: 1 координатор(ов) над 1 сборщик./5 транзит.; вершина gid 100000005933757100; внутр. оборот 10,215,969₸"
1,270,1,10178044.0,100000001697501100|100000002527114100|100000002733905100|100000002578405100|100000001166289100,"Веерная рассылка: 3 распределит. -> 254 терминалов; вывод/дробление, оборот 10,178,044₸"
18,30,0,8045494.0,100000001887715100|100000002748532100|100000008710843100|100000005527892100|100000008743913100,"Веерная рассылка: 4 распределит. -> 19 терминалов; вывод/дробление, оборот 8,045,494₸"
